cumulative_targets_percent,cumulative_assignments_percent
48.89994368,21.03880174
48.95006570,21.07547648
49.00000000,21.11201386
49.04993430,21.14855124
49.10005632,21.18522599
49.14999061,21.22176337
49.19992491,21.25830075
49.25004693,21.29497549
49.29998123,21.33151287
49.34991552,21.36805026
49.40003754,21.40472500
49.44997184,21.44126238
49.49990614,21.47779976
49.55002816,21.51447450
49.59996246,21.55101189
49.65008448,21.58768663
49.70001877,21.62422401
49.74995307,21.66076139
49.80007509,21.69743613
49.85000939,21.73397352
49.89994368,21.77051090
49.95006570,21.80718564
50.00000000,21.84372302
50.04993430,21.88026040
50.10005632,21.91693515
50.14999061,21.95347253
50.19992491,21.99000991
50.25004693,22.02668465
50.29998123,22.06322203
50.34991552,22.09975942
50.40003754,22.13643416
50.44997184,22.17297154
50.50009386,22.20964628
50.55002816,22.24618366
50.59996246,22.28272105
50.65008448,22.31939579
50.70001877,22.35593317
50.74995307,22.39247055
50.80007509,22.42914529
50.85000939,22.46568268
50.89994368,22.50222006
50.95006570,22.53889480
51.00000000,22.57543218
51.04993430,22.61196956
51.10005632,22.64864431
51.14999061,22.68518169
51.19992491,22.72171907
51.25004693,22.75839381
51.29998123,22.79493119
51.34991552,22.83146858
51.40003754,22.86814332
51.44997184,22.90468070
51.49990614,22.94121808
51.55002816,22.97789282
51.59996246,23.01443021
51.65008448,23.05110495
51.70001877,23.08764233
51.74995307,23.12417971
51.80007509,23.16085445
51.85000939,23.19739184
51.89994368,23.23392922
51.95006570,23.27060396
52.00000000,23.30714134
52.04993430,23.34367872
52.10005632,23.38035346
52.14999061,23.41689085
52.19992491,23.45342823
52.25004693,23.49010297
52.29998123,23.52664035
52.34991552,23.56317774
52.40003754,23.59985248
52.44997184,23.63638986
52.50009386,23.67306460
52.55002816,23.70960198
52.59996246,23.74613937
52.65008448,23.78281411
52.70001877,23.81935149
52.74995307,23.85588887
52.80007509,23.89256361
52.85000939,23.92910099
52.89994368,23.96563838
52.95006570,24.00231312
53.00000000,24.03885050
53.04993430,24.07538788
53.10005632,24.11206262
53.14999061,24.14860001
53.19992491,24.18513739
53.25004693,24.22181213
53.29998123,24.25834951
