cumulative_targets_percent,cumulative_assignments_percent
41.45004494,12.94163369
41.50001183,12.95723447
41.54997871,12.97283525
41.59994560,12.98843604
41.64991248,13.00403682
41.69987937,13.01963760
41.75014192,13.03533070
41.80010880,13.05093148
41.85007569,13.06653226
41.90004258,13.08213304
41.95000946,13.09773382
41.99997635,13.11333461
42.04994323,13.12893539
42.09991012,13.14453617
42.14987700,13.16013695
42.20013955,13.17583005
42.25010644,13.19143083
42.30007332,13.20703161
42.35004021,13.22263240
42.40000710,13.23823318
42.44997398,13.25383396
42.49994087,13.26943474
42.54990775,13.28503553
42.59987464,13.30063631
42.65013719,13.31632940
42.70010407,13.33193019
42.75007096,13.34753097
42.80003784,13.36313175
42.85000473,13.37873253
42.89997162,13.39433332
42.94993850,13.40993410
42.99990539,13.42553488
43.04987227,13.44113566
43.10013482,13.45682876
43.15010171,13.47242954
43.20006859,13.48803032
43.25003548,13.50363111
43.30000237,13.51923189
43.34996925,13.53483267
43.39993614,13.55043345
43.44990302,13.56603423
43.49986991,13.58163502
43.55013246,13.59732811
43.60009934,13.61292889
43.65006623,13.62852968
43.70003311,13.64413046
43.75000000,13.65973124
43.79996689,13.67533202
43.84993377,13.69093281
43.89990066,13.70653359
43.94986754,13.72213437
44.00013009,13.73782747
44.05009698,13.75342825
44.10006386,13.76902903
44.15003075,13.78462981
44.19999763,13.80023060
44.24996452,13.81583138
44.29993141,13.83143216
44.34989829,13.84703294
44.39986518,13.86263373
44.45012773,13.87832682
44.50009461,13.89392760
44.55006150,13.90952839
44.60002838,13.92512917
44.64999527,13.94072995
44.69996216,13.95633073
44.74992904,13.97193152
44.79989593,13.98753230
44.84986281,14.00313308
44.90012536,14.01882617
44.95009225,14.03442696
45.00005913,14.05002774
45.05002602,14.06562852
45.09999290,14.08122930
45.14995979,14.09683009
45.19992668,14.11243087
45.24989356,14.12803165
45.29986045,14.14363243
45.35012300,14.15932553
45.40008988,14.17492631
45.45005677,14.19052709
45.50002365,14.20612788
45.54999054,14.22172866
45.59995742,14.23732944
45.64992431,14.25293022
45.69989120,14.26853101
45.74985808,14.28413179
45.80012063,14.29982488
45.85008752,14.31542567
45.90005440,14.33102645
45.95002129,14.34662723
45.99998817,14.36222801
46.04995506,14.37782880
46.09992195,14.39342958
46.14988883,14.40903036
46.19985572,14.42463114
46.25011826,14.44032424
46.30008515,14.45592502
46.35005204,14.47152580
46.40001892,14.48712659
46.44998581,14.50272737
46.49995269,14.51832815
46.54991958,14.53392893
